0.015625,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.109375,0.234375,0.359375,0.484375,0.609375,0.734375,0.859375,0.984375,0.359375,0.78125,41.93393218045537
0.015625,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.109375,0.234375,0.359375,0.484375,0.609375,0.78125,0.859375,0.984375,0.5,0.625,37.55644477590684
0.015625,0.125,0.25,0.375,0.625,0.625,0.75,0.875,0.109375,0.234375,0.359375,0.484375,0.609375,0.78125,0.859375,0.984375,0.78125,0.65625,39.91644125190035
0.015625,0.125,0.25,0.375,0.625,0.625,0.75,0.875,0.109375,0.234375,0.65625,0.484375,0.609375,0.65625,0.859375,0.984375,0.65625,0.53125,64.13005813857154
0.015625,0.125,0.25,0.375,0.625,0.625,0.75,0.875,0.109375,0.234375,0.65625,0.484375,0.609375,0.53125,0.859375,0.984375,0.25,0.375,42.88875123479323
0.015625,0.125,0.375,0.375,0.625,0.625,0.75,0.875,0.109375,0.234375,0.65625,0.484375,0.609375,0.53125,0.859375,0.984375,0.484375,0.359375,42.24089949376565
0.015625,0.125,0.375,0.375,0.625,0.625,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.609375,0.53125,0.859375,0.984375,0.625,0.75,75.92096737526643
0.015625,0.125,0.375,0.375,0.625,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.609375,0.53125,0.859375,0.984375,0.859375,0.734375,-83.19412703440295
0.015625,0.125,0.375,0.375,0.625,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.609375,0.53125,0.734375,0.984375,0.375,0.5,-45.23858236833174
0.015625,0.125,0.5,0.375,0.625,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.609375,0.53125,0.734375,0.984375,0.609375,0.484375,0.6246240367385525
0.015625,0.125,0.5,0.375,0.625,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.484375,0.53125,0.734375,0.984375,0.625,0.75,-32.87861117870471
0.015625,0.125,0.5,0.375,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.484375,0.53125,0.734375,0.984375,0.734375,0.609375,-55.00311659732388
0.015625,0.125,0.5,0.375,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.484375,0.53125,0.609375,0.984375,0.375,0.5,-14.239066831568636
0.015625,0.125,0.5,0.5,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.484375,0.53125,0.609375,0.984375,0.484375,0.359375,79.61161659944929
0.015625,0.125,0.5,0.5,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.359375,0.359375,0.53125,0.609375,0.984375,0.359375,0.234375,85.17494559525824
0.015625,0.125,0.5,0.5,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.234375,0.234375,0.53125,0.609375,0.984375,0.234375,0.34375,-63.45697455234565
0.015625,0.125,0.5,0.5,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.34375,0.34375,0.53125,0.609375,0.984375,0.34375,0.203125,7.459609974628307
0.015625,0.125,0.5,0.5,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.203125,0.203125,0.53125,0.609375,0.984375,0.5,0.625,-40.71550675208192
0.015625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.65625,0.203125,0.203125,0.53125,0.609375,0.984375,0.53125,0.40625,-71.32057560272654
0.015625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.40625,0.609375,0.984375,0.40625,0.28125,35.19150363612741
0.015625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.609375,0.984375,0.015625,0.140625,14.539514333151487
0.140625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.609375,0.984375,0.140625,0.265625,45.92994863664347
0.265625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.609375,0.984375,0.265625,0.390625,-85.25546131776164
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.609375,0.984375,0.609375,0.484375,47.04084201919909
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.484375,0.40625,0.203125,0.203125,0.28125,0.484375,0.984375,0.484375,0.359375,-62.99578728613133
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.484375,0.40625,0.203125,0.203125,0.28125,0.359375,0.984375,0.75,0.890625,-34.89709363295289
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.359375,0.40625,0.203125,0.203125,0.28125,0.359375,0.984375,0.359375,0.234375,13.69906305649316
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.234375,0.984375,0.234375,0.46875,-16.170585256212064
0.390625,0.125,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.46875,0.984375,0.125,0.25,22.783693248574536
0.390625,0.25,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.40625,0.203125,0.203125,0.28125,0.46875,0.984375,0.40625,0.265625,-67.53320929182117
0.390625,0.25,0.5,0.625,0.75,0.75,0.75,0.875,0.109375,0.234375,0.265625,0.203125,0.203125,0.28125,0.46875,0.984375,0.625,0.75,17.17606441771636
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.234375,0.265625,0.203125,0.203125,0.28125,0.46875,0.984375,0.46875,0.34375,78.82333374291608
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.34375,0.265625,0.203125,0.203125,0.28125,0.34375,0.984375,0.34375,0.21875,57.8204374158571
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.21875,0.265625,0.203125,0.203125,0.28125,0.21875,0.984375,0.21875,0.359375,11.96375702455687
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.21875,0.265625,0.203125,0.203125,0.28125,0.359375,0.984375,0.75,0.890625,-59.45881980354612
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.359375,0.265625,0.203125,0.203125,0.28125,0.359375,0.984375,0.359375,0.328125,86.93776907008328
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.328125,0.265625,0.203125,0.203125,0.28125,0.328125,0.984375,0.328125,0.1875,-31.99013146825854
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.328125,0.265625,0.203125,0.203125,0.28125,0.1875,0.984375,0.75,0.890625,-64.18986195458956
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.984375,0.1875,0.046875,89.47659462961684
0.390625,0.25,0.5,0.75,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.984375,0.75,0.765625,-40.270658149564035
0.390625,0.25,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.984375,0.984375,0.859375,12.778430247505383
0.390625,0.25,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.25,0.375,-1.1212860840783776
0.390625,0.375,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.203125,0.078125,27.5059131072247
0.390625,0.375,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.375,0.5,-51.97353309221997
0.390625,0.5,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.203125,0.078125,53.61785657735885
0.390625,0.5,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.5,0.625,11.220902324425282
0.390625,0.625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.28125,0.1875,0.859375,0.28125,0.140625,6.342982894736878
0.390625,0.625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.140625,0.1875,0.859375,0.390625,0.53125,70.21814708243392
0.53125,0.625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.265625,0.203125,0.203125,0.140625,0.1875,0.859375,0.265625,0.125,-57.44581848128554
0.53125,0.625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.859375,0.625,0.75,100.0
0.53125,0.75,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.859375,0.1875,0.078125,100.0
0.53125,0.75,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.859375,0.1875,0.046875,100.0
0.53125,0.75,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.859375,0.75,0.765625,100.0
0.53125,0.765625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.859375,0.859375,0.734375,100.0
0.53125,0.765625,0.5,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.5,0.625,100.0
0.53125,0.765625,0.625,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.140625,0.03125,100.0
0.53125,0.765625,0.625,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.140625,0.0,100.0
0.53125,0.765625,0.625,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.625,0.75,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.1875,0.0625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.1875,0.078125,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.109375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.1875,0.046875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.734375,0.734375,0.609375,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.609375,0.765625,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.609375,0.765625,0.90625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.609375,0.765625,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.609375,0.609375,0.484375,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.484375,0.75,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.484375,0.75,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.484375,0.484375,0.359375,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.359375,0.75,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.359375,0.75,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.359375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.359375,0.359375,0.234375,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.359375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.234375,0.75,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.234375,0.234375,0.71875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.71875,0.765625,0.90625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.71875,0.765625,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.71875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.71875,0.71875,0.578125,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.71875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.578125,0.75,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.71875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.578125,0.75,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.578125,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.578125,0.578125,0.4375,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.4375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.4375,0.4375,0.296875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.4375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.296875,0.765625,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.4375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.296875,0.765625,0.90625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.4375,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.296875,0.765625,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.296875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.296875,0.296875,0.15625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.296875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.15625,0.765625,0.890625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.296875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.15625,0.765625,0.90625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.296875,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.15625,0.765625,0.875,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.140625,0.1875,0.15625,0.765625,0.90625,100.0
0.53125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.53125,0.671875,100.0
0.671875,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.0625,100.0
0.671875,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.078125,100.0
0.671875,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.046875,100.0
0.671875,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.671875,0.8125,100.0
0.8125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.125,0.0,100.0
0.8125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.8125,0.953125,100.0
0.8125,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.8125,0.5,100.0
0.5,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.203125,0.078125,100.0
0.5,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.125,0.0,100.0
0.5,0.765625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.765625,0.75,100.0
0.5,0.75,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.078125,100.0
0.5,0.75,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.046875,100.0
0.5,0.75,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.75,0.390625,100.0
0.5,0.390625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.078125,100.0
0.5,0.390625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.046875,100.0
0.5,0.390625,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.390625,0.53125,100.0
0.5,0.53125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.125,0.0,100.0
0.5,0.53125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.53125,0.671875,100.0
0.5,0.671875,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.078125,100.0
0.5,0.671875,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.1875,0.046875,100.0
0.5,0.671875,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.671875,0.8125,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.125,0.0,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.8125,0.953125,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.15625,0.15625,0.734375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.734375,0.75,0.875,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.15625,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.734375,0.75,0.890625,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.734375,0.734375,0.609375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.609375,0.765625,0.890625,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.609375,0.765625,0.90625,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.734375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.609375,0.765625,0.875,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.609375,0.609375,0.484375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.484375,0.75,0.875,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.609375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.484375,0.75,0.890625,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.484375,0.484375,0.359375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.359375,0.75,0.875,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.484375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.359375,0.75,0.890625,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.359375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.359375,0.359375,0.234375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.359375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.234375,0.75,0.875,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.234375,0.234375,0.84375,100.0
0.5,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.84375,0.5,0.625,100.0
0.625,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.84375,0.125,0.0,100.0
0.625,0.8125,0.75,0.765625,0.75,0.75,0.75,0.875,0.234375,0.1875,0.125,0.203125,0.203125,0.125,0.1875,0.84375,0.625,0.75,100.0
